Judul;label
Pengembangan Sumber Belajar Matakuliah Sistem Cerdas Pada Metode Searching Untuk Mahasiswa Prodi S1 Pendidikan Teknik Elektro Universitas Negeri Malang;Database dan Sistim Retrieval Informasi
Pengenalan Citra Logo Kendaraan Menggunakan Metode Gray Level Co-Occurence Matrix (Glcm) dan Jst-Backpropagation ;Grafik
PENGENALAN CITRA TANDA TANGAN MENGGUNAKAN GRAY LEVEL CO-OCCURRENCE MATRIX (GLCM) DAN PROBABILISTIC NEURAL NETWORK (PNN) ;Grafik
PENGENALAN JENIS IKAN AIR LAUT DENGAN METODE lEARNING VECTOR QUANTIZATION (LVQ) BERBASIS CITRA;Grafik
PENGENALAN PENYAKIT NODA PADA CITRA DAUN TEBU BERDASARKAN CIRI TEKSTUR FRACTAL DIMENSION CO-OCCURRENCE MATRIX DAN L*a*b* COLOR MOMENTS ;Grafik
Pengenalan Wajah dengan Matriks Kookurensi Aras Keabuan (GLCM) dan Jaringan Syaraf Tiruan Probabilistik;Grafik
Pengolahan Citra Untuk Menghitung Harga Kayu Jati Berdasarkan Citra Diameternya;Grafik
PENGGUNAAN ALGORITMA GENETIKA DALAM PENINGKATAN KINERJA FUZZY CLUSTERING UNTUK PENGENALAN POLA;Database dan Sistim Retrieval Informasi
"Penggunaan Algoritma Kriptografi Steganografi
Least Significant Bit Untuk Pengamanan Pesan
Teks dan Data Video";Algoritma dan Struktur Data
Penggunaan Algoritma Novel Utility Frequent Itemset Mining dalam Market Basket Analysis ;Artificial Intelligance dan Robotik
PENGGUNAAN ALGORITMA SORTING BUBBLE SORT UNTUK PENENTUAN NILAI PRESTASI SISWA;Database dan Sistim Retrieval Informasi
PEMBUATAN TOOLS MANAJEMEN FILE PADA INTERNAL / EKSTERNAL MEMORI ANDROID MENGGUNAKAN WIRELESS TETHERING;Sistim Operasi dan Jaringan
Mekanisme Transisi IPv4 dan IPv6 Menggunakan Metode Automatic Tunneling Pada Jaringan Client Server Berbasis Linux;Sistim Operasi dan Jaringan
"Pengkelasan Teks Hadis dalam Kitab Shahih
Bukhari berdasarkan kepada Perawi dengan
menggunakan Teori Graf";Algoritma dan Struktur Data
IDENTIFIKASI JENIS-JENIS BURUNG LOVEBIRD MENGGUNAKAN PENGOLAHAN CITRA DIGITAL DENGAN METODE K-MEANS CLUSTERING;Grafik
"Pengolahan Citra dengan Segmentasi Thresholding untuk
Pemilihan Kualitas Telur Asin
";Grafik
"PENGOLAHAN CITRA DIGITAL UNTUK MENDETEKSI OBYEK MENGGUNAKAN PENGOLAHAN WARNA MODEL NORMALISASI RGB  
 ";Grafik
PENGUJIAN ALGORITMA PEMBAGIAN BEBAN KOMPUTASI VIRTUAL SERVER PADA HAPROXY;Sistim Operasi dan Jaringan
OTOMATISASI PEMUSATAN JARINGAN IPV4 dan IPV6 MENGGUNAKAN RIVERBED MODELER;Sistim Operasi dan Jaringan
Pengukuran Beban Kerja Mental dalam Searching Task dengan Metode Rating Scale Mental Effort(RSME);Database dan Sistim Retrieval Informasi
Pengukuran Kualitas Sistem Pencitraan Radiografi Digital Sinar-X;Grafik
PANGAMANAN PESAN MENGGUNAKAN KRIPTOGRAFI CAESAR CIPHER DAN STEGANOGRAFI EOF PADA CITRA;Algoritma dan Struktur Data
"PENJADWALAN CLEANING SERVICE MENGGUNAKAN
ALGORITMA GENETIKA";Database dan Sistim Retrieval Informasi
Penjadwalan Mata Kuliah Menggunakan Algoritma Backjumping dengan Pengurutan Dinamis (Studi Kasus: Stika Madiun);Sistim Operasi dan Jaringan
Penyelesaian Masalah Pewarnaan pada Graf dengan Algoritma Genetika;Database dan Sistim Retrieval Informasi
Aplikasi Kriptografi Dengan Menggunakan Algoritma Elgamal Berbasis Java Desktop Pada Pt. Wahana Indo Trada Nissan Jatake;Algoritma dan Struktur Data
PERANCANGAN APLIKASI MEDIA PEMBELARAN KRIPTOGRAFI PLAYFAIR CIPHER;Algoritma dan Struktur Data
PERAMALAN BEBAN PUNCAK LISTRIK JANGKA PENDEK MENGGUNAKAN METODE JARINGAN SYARAF TIRUAN;Artificial Intelligance dan Robotik
PERAMALAN IRRADIANCE CAHAYA MATAHARI PADA SEL SURYA UNTUK MEMENUHI KEBUTUHAN ENERGI LISTRIK  DENGAN METODE SUPPORT VECTOR REGRESSION (SVR) ;Artificial Intelligance dan Robotik
"PERAN ALGORITMA CAESAR CIPHER DALAM
MEMBANGUN KARAKTER AKAN KESADARAN
KEAMANAN INFORMASI ";Algoritma dan Struktur Data
Perancangan Algoritma Kriptografi Stream Cipher dengan Chaos;Algoritma dan Struktur Data
Perancangan Aplikasi Denoise Citra Dengan Menerapkan New Daptive Based Median Filter;Grafik
PERANCANGAN APLIKASI KEAMANAN DATA EMAIL MENGGUNAKAN ALGORITMA ENKRIPSI RC6 BERBASIS ANDROID;Algoritma dan Struktur Data
"PERANCANGAN APLIKASI MONITORING SCHEDULE EKSPOR
DENGAN WEB DAN SMS GATEWAY DI PT DMC
TEKNOLOGI INDONESIA";Sistim Operasi dan Jaringan
PERANCANGAN APLIKASI PENGAMANAN FILE TEKS MENGGUNAKAN ALGORITMA EL GAMAL DAN KOMPRESI FILE TEKS MENGGUNAKAN ALGORITMA HUFFMAN;Algoritma dan Struktur Data
"PERANCANGAN APLIKASI PENGAMANAN PESAN DENGAN
ALGORITMA CAESAR CHIPER";Algoritma dan Struktur Data
IMPLEMENTASI KEAMANAN WIRELESS LAN MENGGUNAKAN SNORT DAN IPTABLES;Sistim Operasi dan Jaringan
PERANCANGAN APLIKASI STEGANOGRAFI PENYISIPAN TEXT PADA CITRA DENGAN ALGORITMA PIXEL INDICATOR;Grafik
Perancangan dan Analisis Kinerja Private Cloud Computing dengan Layanan Infrastructure-As-A-Service (IAAS);Algoritma dan Struktur Data
Perancangan dan Analisis Redistribution Routing Protocol OSPF dan EIGRP;Sistim Operasi dan Jaringan
Perancangan Dan Implementasi Alat Penyortiran Kotak Berbasis Rfid Pada Konveyor Dengan Metode Searching;Database dan Sistim Retrieval Informasi
IMPLEMENTASI GENERATE VOUCHER HOTSPOT DENGAN BATASAN WAKTU (TIME BASED) DAN KUOTA (QUOTA BASED) MENGGUNAKAN USER MANAGER DI MIKROTIK;Sistim Operasi dan Jaringan
PERANCANGAN DAN IMPLEMENTASI VIRTUALISASI SERVER MENGGUNAKAN PROXMOX VE 3.4;Sistim Operasi dan Jaringan
Perancangan dan Simulasi Deteksi Penyakit Tanaman Jagung Berbasis Pengolahan Citra Digital Menggunakan Metode Color Moments dan GLCM;Grafik
PERANCANGAN DATA WAREHOUSE DAN PENERAPAN DATA MINING PADA DATA PENJUALAN PD XYZ ;Artificial Intelligance dan Robotik
IMPLEMENTASI PROTOKOL NSTREME WIRELESS MIKROTIK UNTUK MENINGKATKAN THROUGHPUT;Sistim Operasi dan Jaringan
Analisis dan Perancangan Jaringan Wireless Dengan Wireless Distribution System Menggunakan User Authentication Berbasis Multi-Factor Authentication;Sistim Operasi dan Jaringan
PERANCANGAN DAN IMPLEMENTASI SISTEM MONITORING JARINGAN WI-FI MENGGUNAKAN MIKHMON ONLINE DI WISMA MUSLIM KLITREN GONDOKUSUMAN YOGYAKARTA;Sistim Operasi dan Jaringan
PERANCANGAN SISTEM PENDETEKSI GENANGAN AIR POTENSI PERKEMBANGBIAKAN NYAMUK MELALUI FOTO CITRA UDARA DENGAN METODE GRAY LEVEL CO-OCCURRENCE MATRIX (GLCM) ;Grafik
Perancangan Sistem Pendeteksi Leukoplakia Melalui Citra Klinis Rongga Mulut Berbasis Gray Level Co-occurrence Matrix Dan K-nearest Neighbor;Grafik
"PERANCANGAN SISTEM PENJADWALAN UJIAN
MENGGUNAKAN ALGORITMA GENETIKA PADA
STMIK AMIKOM PURWOKERTO";Database dan Sistim Retrieval Informasi
Analisis Sistem Kriptografi dalam Mengamankan Data Pesan Dengan Metode One Time Pad Cipher;Algoritma dan Struktur Data
PERANCANGAN JARINGAN MANAJEMEN BANDWIDTH DAN HOTSPOT LOGIN VIA AKUN SOSIAL MEDIA MENGGUNAKAN MIKROTIK Studi Kasus UPT-PK Mojokerto;Sistim Operasi dan Jaringan
"PERANCANGAN, IMPLEMENTASI, DAN ANALISIS KINERJA VIRTUALISASI
SERVER MENGGUNAKAN PROXMOX, VMWARE ESX, DAN OPENSTACK";Sistim Operasi dan Jaringan
ANALISA PERFORMA APACHE HADOOP DENGAN H2O MENGGUNAKAN BENCHMARK HIBENCH VIA CLOUD COMPUTING;Algoritma dan Struktur Data
"PERBANDINGAN ALGORITMA APRIORI DAN FP-GROWTH UNTUK PEREKOMENDASI BUKU PADA TRANSAKSI PEMINJAMAN DI PERPUSTAKAAN UNIVERSITAS DIAN NUSWANTORO
";Artificial Intelligance dan Robotik
"PERBANDINGAN ALGORITMA ECLAT DAN FP-GROWTH PADA PENJUALAN BARANG  (STUDI KASUS: MINIMARKET 212 MART VETERAN UTAMA) 
 ";Artificial Intelligance dan Robotik
PERBANDINGAN ALGORITMA INSERTION SORT DENGAN MERGE SORT PADA BAHASA PEMROGRAMAN C DAN JAVA;Database dan Sistim Retrieval Informasi
"IMPLEMENTASI
ALGORITMA BUBBLE SORT DAN SELECTION SORT
MENGGUNAKAN ARRAYLIST MULTIDIMENSI
PADA PENGURUTAN DATA MULTI PRIORITAS";Database dan Sistim Retrieval Informasi
"PERBANDINGAN DAN REKOMENDASI SERVER SEBAGAI PENYEDIA
LAYANAN INFRASTRUKTUR CLOUD COMPUTING";Algoritma dan Struktur Data
Perbandingan Efisiensi, Efektifitas dan Kualitas Algoritma Rijndael dengan Algoritma Camellia pada Citra Digital;Algoritma dan Struktur Data
INFORMATION RETRIEVAL & PERHITUNGAN KEMIRIPAN DOKUMEN PADA INDONESIAN HERITAGE LIBRARY MENGGUNAKAN VECTOR SPACE MODEL;Database dan Sistim Retrieval Informasi
Perbandingan Kecepatan Gabungan Algoritma Quick Sort dan Merge Sort dengan Insertion Sort, Bubble Sort dan Selection Sort;Database dan Sistim Retrieval Informasi
IMPLEMENTASI METODE QUICK SORT DALAM SISTEM PEMERIKSAAN PASIEN KLINIK FISIOTERAPI WIDYA HUSADA SEMARANG;Database dan Sistim Retrieval Informasi
Perbandingan Kemampuan Database NoSQL dan SQL dalam Kasus ERP Retail;Database dan Sistim Retrieval Informasi
Perbandingan Metode Sobel, Metode Prewitt dan Metode Robert Untuk Deteksi Tepi Objek Pada Aplikasi  Pengenalan Bentuk Berbasis Citra Digital ;Grafik
PENGOLAH CITRA SEBAGAI SOLUSI KEMACETAN DI KOTA BESAR;Grafik
"PENERAPAN OPERASI MORFOLOGI
MATEMATIKA CITRA DIGITAL UNTUK
EKSTRAKSI AREA PLAT NOMOR
KENDARAAN BERMOTOR";Grafik
Perbandingan Performa Kombinasi Algoritma Pengurutan Quick-Insertion Sort dan Merge-Insertion Sort;Database dan Sistim Retrieval Informasi
Perbandingan Pewarnaan Citra Grayscale Menggunakan Metode K-Means Clustering dan Agglomerative Hierarchical Clustering;Grafik
PERBANDINGAN QUALITY OF SERVICE (QOS) JARINGAN 4G LTE BEBERAPA PROVIDER MENGGUNAKAN SISTEM OPERASI LINUX UBUNTU SERVER 18.10;Sistim Operasi dan Jaringan
Perbandingan Redistribusi Routing Protokol Dinamis pada Exterior Gateway Protokol;Sistim Operasi dan Jaringan
Perbandingan Route Redistribute Protokol Routing Dinamik Pada IPv6 ( Studi Kasus : EIGRP untuk IPv6 dengan OSPFv3 dan EIGRP dengan ISIS pada IPv6);Sistim Operasi dan Jaringan
Analisis Perbandingan MetodeInterior Gateway ProtocolRIP DenganOSPF PadaJaringanMPLS-VPLS ;Sistim Operasi dan Jaringan
"PERBANDINGAN STRATEGI REPLIKASI PADA SISTEM
BASIS DATA TERDISTRIBUSI
";Database dan Sistim Retrieval Informasi
"Perbandingan Virtual Private Network
Protokol Menggunakan Point to Point Tunnel Protocol dan
OpenVPN";Sistim Operasi dan Jaringan
Perencanaan Virtualisasi Layanan Pengadaan Secara Elektronik Pemerintah Kabupaten Badung Menggunakan Metode Blue Ocean Strategy dan Balanced Scorecard;Sistim Operasi dan Jaringan
PERFORMANCE COMPARISON BETWEEN SUPPORT VECTOR REGRESSION AND ARTIFICIAL NEURAL NETWORK FOR PREDICTION OF OIL PALM PRODUCTION ;Artificial Intelligance dan Robotik
PERMASALAHAN EMPAT WARNA DALAM TEORI PEWARNAAN GRAF;Algoritma dan Struktur Data
"PREDIKSI HARGA CRUDE PALM OIL MENGGUNAKAN METODE SUPPORT 
VECTOR MACHINE DENGAN OPTIMASI PARAMETER MENGGUNAKAN 
ALGORITMA GENETIKA ";Artificial Intelligance dan Robotik
Prediksi Indeks Harga Saham dengan Metode Gabungan Support Vector Regression dan Jaringan Syaraf Tiruan ;Artificial Intelligance dan Robotik
Prediksi Kepribadian Big 5 Pengguna Twitter dengan Support Vector Regression ;Artificial Intelligance dan Robotik
PREDIKSI MAHASISWA DROP OUT MENGGUNAKAN METODE SUPPORT VECTOR MACHINE ;Artificial Intelligance dan Robotik
PREDIKSI REPLANTING LAHAN KELAPA SAWIT DENGAN MENGGUNAKAN METODE K-NEAREST NEIGHBOR PADA PTPN IV ADOLINA;Artificial Intelligance dan Robotik
"Preprocessing pada Segmentasi Citra Paru-Paru dan Jantung
Menggunakan Anisotropic Diffusion Filter";Grafik
Protokol Routing pada Vanet: Taksonomi dan Analisis Perbandingan antara Dsr, Aodv, dan Tora;Sistim Operasi dan Jaringan
PROTOTIPE INFRASTRUKTUR SOFTWARE-DEFINED NETWORK DENGAN PROTOKOL OPENFLOW MENGGUNAKAN UBUNTU SEBAGAI KONTROLER;Sistim Operasi dan Jaringan
"PROTOTYPE MODEL KEAMANAN DATA MENGGUNAKAN
KRIPTOGRAFI DATA ENCRYPTION STANDAR
(DES) DENGAN MODE OPERASI
CHIPER BLOCK CHAINING
(CBC)
";Algoritma dan Struktur Data
"Rancang Bangun Aplikasi CRM Fleet Management System
dengan Algoritma Searching Sequential";Database dan Sistim Retrieval Informasi
Rancang Bangun Aplikasi Kraepelin Test Berbasis Web Menggunakan Metode Bubble Sort;Database dan Sistim Retrieval Informasi
RANCANG BANGUN APLIKASI KRIPTOGRAFI EMAIL GMAIL MENGGUNAKAN ALGORITMA RC4;Algoritma dan Struktur Data
Implementasi jaringan virtual private network dengan teknologi Multi Protocol Label Switching (MPLS);Sistim Operasi dan Jaringan
RANCANG BANGUN MULTIMEDIA PEMBELAJARAN BERBASIS MODEL COOPERATIVE LEARNING TIPE TEAM ASSISTED INDIVIDUALIZATION MATERI MANAJEMEN MEMORI UNTUK MENINGKATKAN HASIL BELAJAR MAHASISWA;Sistim Operasi dan Jaringan
Rancang Bangun Pembelajaran Jaringan Server dengan Sistem Server Cloud Virtual (Hypervisor);Sistim Operasi dan Jaringan
Analisa Perbandingan Management IP Dengan VLAN Tagging Menggunakan IPv4 Dan IPv6 Di Jaringan Internet Jurusan Elektro ITN Malang;Sistim Operasi dan Jaringan
"Rancang Bangun Sistem Business Intelligence Universitas Sebagai Pendukung Pengambilan Keputusan Akademik
";Artificial Intelligance dan Robotik
Rancang Bangun Sistem Enterprise Resource Planning pada Modul Procurement Process (Purchasing) Berorientasikan Multi-Tenancy dengan Sistem Basis Data Terdistribusi;Database dan Sistim Retrieval Informasi
RANCANG BANGUN SISTEM PENGOLAHAN DATA ANAK PADA PANTI ASUHAN DENGAN METODE SEARCHING (Studi Kasus : LKSA PAY ROHADI KALIWUNGU);Database dan Sistim Retrieval Informasi
Analisis Kinerja Routing Protocol Low Power and Lousy NetworkPada Contiki Cooja dengan Menggunakan Metode Time of Arrival;Sistim Operasi dan Jaringan
Market Basket Analysis Menggunakan Algoritma Generalized Sequential Pattern (Kasus Data Transaksi Penjualan PT.X di Kota Malang Tahun 2017);Artificial Intelligance dan Robotik
RANCANGAN TEKNOLOGI VIRTUALISASI UNTUK OPTIMALISASI SERVER DI UNIVERSITAS ASAHAN;Sistim Operasi dan Jaringan
Rancangan Virtualisasi Server Menggunakan VMWare Vsphare;Sistim Operasi dan Jaringan
"Fuzzy Linear Progaming Dalam Optimalisasi Pelayanan Air Bersih
Perusahaan Daerah Air Minum (PDAM) Kab. Jeneponto
Menggunakan Metode Sabiha";Artificial Intelligance dan Robotik
REDUKSI NOISE SALT AND PAPER PADA CITRA PANKROMATIK MENGGUNAKAN METODE WEIGHTED MEAN FILTER;Grafik
REPLIKASI BASIS DATA PADA SISTEM PENGOLAHAN DATA AKADEMIK UNIVERISTAS KATOLIK SANTO THOMAS;Database dan Sistim Retrieval Informasi
Segmentasi Citra Paru Menggunakan Metode k-Means Clustering;Grafik
"Segmentasi PSO Pararel GPGPU Untuk Pengenalan Citra
Aksara Jawa";Grafik
PEMANFAATAN CLOUD COMPUTING MENGGUNAKAN NEXTCLOUD PADA LAB SMK NEGERI 1 MUARO JAMBI;Algoritma dan Struktur Data
"Service Availability dan Performa Sumber Daya Prosessor pada Infrastruktur Server Virtual
 Dadan Irwan";Sistim Operasi dan Jaringan
Simulasi Dan Analisis Kinerja Protokol Routing Ebgp Pada Sdn (software Defined Network);Sistim Operasi dan Jaringan
"SIMULASI INTERKONEKSI ANTARA AUTONOMOUS SYSTEM (AS)
MENGGUNAKAN BORDER GATEWAY PROTOCOL (BGP)";Sistim Operasi dan Jaringan
SIMULASI PEMROSESAN TRANSAKSI BASIS DATA DENGAN STUDI KASUS SISTEM REKENING PERBANKAN DATABASE TRANSACTION PROCESSING SIMULATION WITH BANKING ACCOUNT SYSTEM CASE STUDY;Database dan Sistim Retrieval Informasi
SISTEM IDENTIFIKASI CITRA KAYU BERDASARKAN TEKSTUR MENGGUNAKAN GRAY LEVEL COOCURRENCE MATRIX (GLCM) DENGAN KLASIFIKASI JARAK EUCLIDEAN ;Grafik
"SISTEM INFORMASI MODUL PENJADWALAN
TUGAS AKHIR
(STUDI KASUS: JURUSAN TEKNIK INFORMATIKA) ";Sistim Operasi dan Jaringan
Sistem Informasi Perpustakaan dengan Arsitektur Lima Simpul dan Basisdata Terdistribusi;Database dan Sistim Retrieval Informasi
"SISTEM KLASIFIKASI DAN PENCARIAN JURNAL DENGAN MBNGGUNAKAN METODE NAIVE BAYES DAN VECTOR SPACE MODEL
";Artificial Intelligance dan Robotik
SISTEM PAKAR DIAGNOSIS PENYAKIT MATA MENGGUNAKAN NAiVEBAYES CLASSIFIER;Artificial Intelligance dan Robotik
Sistem Pakar Identifikasi Modalitas Belajar Siswa Dengan Implementasi Algoritma C4.5;Artificial Intelligance dan Robotik
SISTEM PAKAR MENDIAGNOSA VIRUS PADA UDANG VANNAMEI DENGAN IMPLEMENTASI METODE CBR (CASE-BASED REASONING) DAN CERTAINTY FACTOR;Artificial Intelligance dan Robotik
SISTEM PAKAR PENENTUAN BAKAT ANAK DENGAN MENGGUNAKAN METODE FORWARD CHAINING;Artificial Intelligance dan Robotik
SISTEM PENDUKUNG KEPUTUSAN ANALISA POLA PENJUALAN BARANG DENGAN ALGORITMA  APRIORI (STUDI KASUS: LUCKY SWALAYAN) ;Artificial Intelligance dan Robotik
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PRAMUGARI TERBAIK MENGGUNAKAN METODE ELECTRE ( STUDI KASUS : MALAYSIA AIRLINES BERHAD );Artificial Intelligance dan Robotik
SISTEM PENJADWALAN KULIAH MENGGUNAKAN METODE ALGORITMA GENETIKA (STUDI KASUS: FAKULTAS KEDOKTERAN DAN KESEHATAN UNIVERSITAS MUHAMMADIYAH JAKARTA);Database dan Sistim Retrieval Informasi
SISTEM PENJADWALAN OTOMATIS TEMPAT KHUTBAH JUMÍAT MUBALIGH1Nuraisyah;Sistim Operasi dan Jaringan
Sistem Penjadwalan Perkuliahan Pada Universitas Musamus Menggunakan Algoritma Genetika Berbasis Web;Database dan Sistim Retrieval Informasi
SISTEM SKORING OTOMATIS UNTUK DATA JAWABAN ESAI DENGAN MENGGUNAKAN PENDEKATAN KOMPUTASI: CLUSTERING DAN CONVOLUTIONAL NEURAL ;Artificial Intelligance dan Robotik
STUDI ANALISIS PERFORMANSI PROTOKOL ROUTING IS-IS DAN OSPFv3 PADA IPv6 UNTUK LAYANAN VIDEO STREAMING;Sistim Operasi dan Jaringan
STUDI KOMPARASI KLASIFIKASI POLA TEKSTUR CITRA DIGITAL MENGGUNAKAN METODE K-MEANS DAN NA“VE BAYES;Grafik
STUDI KOMPARATIF ANTARA PARAREL VIRTUAL MACHINE (PVM) DAN MESSAGE PASSING ;Sistim Operasi dan Jaringan
Studi Konversi Sintaks Object Modeling Technique (OMT) Ke Sintaks Structure Query Language (SQL) (Studi Kasus Sistem Pendaftaran Siswa Lembaga Bimbingan Belajar);Database dan Sistim Retrieval Informasi
"FENOTIPING DIGITAL TANAMAN: TINJAUAN TERHADAP
TEKNOLOGI DAN ALGORITMA PENGOLAHAN CITRA";Grafik
Support Vector Machine Untuk Klasifikasi Citra Jenis Daging Berdasarkan Tekstur Menggunakan Ekstraksi Ciri Gray Level Co-Occurrence Matrices (GLCM);Grafik
SUPPORT VECTOR REGRESSION UNTUK PREDIKSI PRODUKTIVITAS KELAPA SAWIT DI PROVINSI RIAU  ;Artificial Intelligance dan Robotik
"TEKNIK AKUISISI VIRTUALISASI SERVER MENGGUNAKAN METODE
LIVE FORENSIC";Sistim Operasi dan Jaringan
TUG SYNOPSIS UNTUK HIMPUNAN DATABASE RELASIONAL;Database dan Sistim Retrieval Informasi
Uji Virtualisasi OpenVZ pada Debian 6;Sistim Operasi dan Jaringan
"ANALISIS DAN PERANCANGAN BASIS DATA
TERDISTRIBUSI PENGOLAHAN DATA POLIS ASURANSI
MENGGUNAKAN METODE REPLIKASI ASYNCRONOUS
PADA PT.VIDEI KANTOR CABANG PALEMBANG ";Database dan Sistim Retrieval Informasi
