judul;label
PERANCANGAN APLIKASI STEGANOGRAFI PENYISIPAN TEXT PADA CITRA DENGAN ALGORITMA PIXEL INDICATOR;algoritma dan struktur data
IDENTIFIKASI PENYAKIT PADA TANAMAN TOMAT BERDASARKAN WARNA DAN BENTUK DAUN DENGAN METODE NAIVE BAYES CLASSIFIER BERBASIS WEB;grafik
Analisa Metode Gabor dan Propbabilistic Neural Network untuk Klasifikasi Citra;grafik
Penerapan Metode Support Vector Machine (SVM) Menggunakan Kernel Radial Basis Function (RBF) Pada Klasifikasi Tweet;artificial intelligance dan robotik
ANALISIS KERANJANG BELANJA PADA DATA TRANSAKSI PENJUALAN (STUDI KASUS TOSERBA YOGYA BANJAR);artificial intelligance dan robotik
PENERAPAN ASSOCIATION RULE MINING MENGGUNAKAN ALGORITMA APRIORI UNTUK MENENTUKAN POLA PEMBELIAN KONSUMEN PADA DATA TRANSAKSI PENJUALAN;artificial intelligance dan robotik
Implementasi Metode Basisdata Terdistribusi Untuk Pengelolaan Data Perpustakaan Berbasis Web;database dan sistim retrieval informasi
IMPLEMENTASI KRIPTOGRAFI PADA APLIKASI EMAIL MENGGUNAKAN ALGORITMA ELGAMAL BERBASIS ANDROID;algoritma dan struktur data
Media Pembelajaran untuk MetodePenjadwalan First Come First Serve-EjectingBased Dynamic Scheduling (FCFS-EDS)untuk MPI Job dalam Sistem Grid System;sistem operasi dan jaringan
Aplikasi Kamus Bahasa Daerah Serawai Menggunakan Algoritma Bubble Sort dan Voice Recognition Berbasis Android;database dan sistim retrieval informasi
Pengukuran Kualitas Sistem Pencitraan Radiografi Digital Sinar-X;grafik
Algoritma Kohonen dalam Mengubah Citra Graylevel Menjadi Citra Biner;grafik
Implementasi Metode Sorting Sistem Lelang Online Berbasis Web;database dan sistim retrieval informasi
KAJIAN KOMPARASI PENERAPAN ALGORITMA SUPPORT VECTOR MACHINE (SVM) DAN MULTILAYER PERCEPTRON (MLP) DALAM PREDIKSI INDEKS SAHAM SEKTOR PERBANKAN: STUDI KASUS SAHAM LQ45 IDX BANK BCA;artificial intelligance dan robotik
PENYUSUNAN JADWAL UJIAN MATA KULIAHDENGAN ALGORITMA PEWARNAAN GRAF WELCH POWELL;algoritma dan struktur data
Pengembangan Sumber Belajar Matakuliah Sistem Cerdas Pada Metode Searching Untuk Mahasiswa Prodi S1 Pendidikan Teknik Elektro Universitas Negeri Malang;database dan sistim retrieval informasi
Identifikasi Gejala Penyakit Padi Menggunakan Operasi Morfologi Citra;grafik
SISTEM PENDUKUNG KEPUTUSAN ANALISA POLA PENJUALAN BARANG DENGAN ALGORITMA APRIORI (STUDI KASUS: LUCKY SWALAYAN);artificial intelligance dan robotik
IDENTIFIKASI HAMA TANAMAN CABAI DENGAN MEMBANDINGKAN PRINCIPAL COMPONENT ANALYSIS DAN GRAY LEVEL CO-OCCURRENCE MATRIX SEBAGAI EKSTRAKSI CIRI;grafik
PENGEMBANGAN PERANGKAT LUNAK BERBASIS JARINGAN SYARAF TIRUAN UNTUK PERAMALAN BEBAN LISTRIK JANGKA PENDEK (STUDI KASUS DI PT.PLN AREA DISTRIBUSI JABAR);algoritma dan struktur data
MANAJEMEN SERVER JARINGAN KOMPUTER BERBASISTEKNOLOGI VIRTUALISASI MENGGUNAKAN PROXMOX;sistem operasi dan jaringan
PENGATURAN LAMPU LALU LINTAS DI PERSIMPANGAN JALANAHMAD YANI GIANT DENGAN APLIKASI PEWARNAANPENGATURAN LAMPU LALU LINTAS DI PERSIMPANGAN JALANAHMAD YANI GIANT DENGAN APLIKASI PEWARNAANTEORI GRAF;algoritma dan struktur data
Kajian Tingkat Kepuasan Pengguna Trans Metro Bandung Koridor 2 Menggunakan Pendekatan Importance-Performance Analysis;database dan sistim retrieval informasi
Manajemen Jadwal Proyek dan Karyawan Berbasis Web PadaPT. Bee Solution Partners;sistem operasi dan jaringan
Market Basket Analysis Menggunakan Algoritma Eclat (Kasus Data Transaksi Penjualan Groceries);artificial intelligance dan robotik
Klasifikasi Penyakit Paru Berdasarkan Citra Rontgen dengan Metoda Segmentasi Sobel;grafik
Perancangan dan Analisis Kinerja Private Cloud Computing dengan Layanan Infrastructure-As-A-Service (IAAS);algoritma dan struktur data
PERFORMANCE COMPARISON BETWEEN SUPPORT VECTOR REGRESSION AND ARTIFICIAL NEURAL NETWORK FOR PREDICTION OF OIL PALM PRODUCTION;artificial intelligance dan robotik
Sistem Pakar Identifikasi Modalitas Belajar Siswa Dengan Implementasi Algoritma C4.5;artificial intelligance dan robotik
Rancang Bangun Aplikasi Messaging Berbasis Voice Interaction BagiPenderita Tunanetra Pada Sistem Operasi Android;sistem operasi dan jaringan
APLIKASI KAMUS BAHASA TALIABU BERBASIS ANDROID DENGAN MENGGUNAKAN METODE BINARY SEARCH;database dan sistim retrieval informasi
PERBANDINGAN ALGORITMA INSERTION SORT DENGAN MERGE SORT PADA BAHASA PEMROGRAMAN C DAN JAVA;database dan sistim retrieval informasi
SISTEM INFORMASI MODUL PENJADWALANTUGAS AKHIR(STUDI KASUS: JURUSAN TEKNIK INFORMATIKA);sistem operasi dan jaringan
Perbandingan Performa Kombinasi Algoritma Pengurutan Quick-Insertion Sort dan Merge-Insertion Sort;database dan sistim retrieval informasi
PENGARUH INTENSITAS CAHAYA TERHADAP HASIL PENGENALAN CITRA DENGAN GRAY LEVEL CO-OCCURRENCE MATRIX DAN PROBABILISTIC NEURAL NETWORK;grafik
PENERAPAN ENKRIPSI DAN DEKRIPSI FILE MENGGUNAKAN ALGORITMA DATA ENCRYPTION STANDARD (DES);algoritma dan struktur data
PERANCANGAN APLIKASI PENGAMANAN FILE TEKS MENGGUNAKAN ALGORITMA EL GAMAL DAN KOMPRESI FILE TEKS MENGGUNAKAN ALGORITMA HUFFMAN;algoritma dan struktur data
Implementasi metode Alpha Trimmed Mean Filter menggunakan Opencl untuk penghapusan noise pada citra berwarna;grafik
ANALISIS KOMPLEKSITAS ALGORITMA UNTUK BERBAGAIMACAM METODE PENCARIAN NILAI (SEARCHING) DANPENGURUTAN NILAI (SORTING) PADA TABEL;database dan sistim retrieval informasi
MODEL KEAMANAN INFORMASI BERBASIS DIGITAL SIGNATURE DENGAN ALGORITMA RSA;algoritma dan struktur data
ANALISIS SENTIMEN TWEET MENGGUNAKAN BACKPROPAGATION NEURAL NETWORK;artificial intelligance dan robotik
Penerapan Algoritma Greedy Dalam Menentukan Rute Terpendek Puskesmas (Studi Kasus: Kota Tanjungpinang);algoritma dan struktur data
Akuisisi Data Multitasking pada Jaringan Sensor Nirkabel (JSN) Menggunakan Priority Scheduling;sistem operasi dan jaringan
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN PRAMUGARI TERBAIK MENGGUNAKAN METODE ELECTRE ( STUDI KASUS : MALAYSIA AIRLINES BERHAD );artificial intelligance dan robotik
Penerapan Algoritma Kriptografi ElGamal untuk Pengaman File Citra;algoritma dan struktur data
PREDIKSI MAHASISWA DROP OUT MENGGUNAKAN METODE SUPPORT VECTOR MACHINE;artificial intelligance dan robotik
DESAIN KRIPTOGRAFI CBC MODIFIKASI PADA PROSES PENGAMANAN PESAN MELALUI EMAIL;algoritma dan struktur data
RANCANG BANGUN PERANGKAT LUNAK ADMINSTRASI XEN VIRTUAL MACHINE BERBASIS WEB;sistem operasi dan jaringan
PENGEMBANGAN APLIKASI PENJADWALAN KEGIATAN PELATIHAN TEKNOLOGI INFORMASI DAN KOMUNIKASI DENGAN ALGORITMA GENETIKA (STUDI KASUS: BPRTIK);sistem operasi dan jaringan
Identifikasi Tanaman Kamboja menggunakan Ekstraksi Ciri Citra Daun dan Jaringan Syaraf Tiruan;grafik
Implementasi FTP ( File Transfer Protokol ) Sebagai Server Backup Router Mikrotik;sistem operasi dan jaringan
Convolutional Neural Networks untuk Pengenalan Wajah Secara Real-Time;grafik
Indexing dan Searching Document MenggunakanMetode Semantic Suffix Tree Clustering Berbasis;database dan sistim retrieval informasi
IMPLEMENTASI TEKNIK BINARY SEARCH PADA KAMUS INDONESIABATAK TOBA;database dan sistim retrieval informasi
IMPLEMENTASI METODE MEDIAN FILTERING DAN MIDPOINT FILTERING UNTUK PENGOLAHAN CITRA DIGITAL;grafik
PENGGUNAAN ALGORITMA GENETIKA DALAM PENINGKATAN KINERJA FUZZY CLUSTERING UNTUK PENGENALAN POLA;sistem operasi dan jaringan
Implementasi Algoritma Base64 untuk Mengamakan SMS pada Smartphone;algoritma dan struktur data
ANALISA QUALITY OF SERVICES (QoS) VOICE OVER INTERNETPROTOCOL (VoIP) DENGAN PROTOKOL H.323 DAN SESSIONINITIAL PROTOCOL (SIP);sistem operasi dan jaringan
ANALISIS OPTIMASI QUERY SQL MENGGUNAKAN TEKNIK HEURISTIC PADA KASUS DATA TRANSAKSI PELANGGAN YANG LAYAK MENDAPATKAN REKOMENDASI PRODUK;artificial intelligance dan robotik
Perencanaan Virtualisasi Layanan Pengadaan Secara Elektronik Pemerintah Kabupaten Badung Menggunakan Metode Blue Ocean Strategy dan Balanced Scorecard;sistem operasi dan jaringan
Model Fragmentasi Sistem Basis Data TerdistribusiStudi Kasus Sistem Member Warnet;database dan sistim retrieval informasi
Perbandingan Virtual Private NetworkProtokol Menggunakan Point to Point Tunnel Protocol danOpenVPN;sistem operasi dan jaringan
Analisis Tingkat Kepuasan Anggota dan Strategi Pengembangan Koperasi (Studi Kasus Koperasi Kredit Sehati Jakarta);database dan sistim retrieval informasi
SISTEM PAKAR PENENTUAN BAKAT ANAK DENGAN MENGGUNAKAN METODE FORWARD CHAINING;artificial intelligance dan robotik
Aplikasi Prediksi Pola Pembelian Customer dengan Metode Market Basket Analysis pada PT. Capella Medan;artificial intelligance dan robotik
APLIKASI KRIPTOGRAFI MENGGUNAKAN ALGORITMA RC4 DAN DES UNTUK MENGAMANKAN PESAN EMAIL;algoritma dan struktur data
ANALISIS UNJUK KERJA RIPv2 DAN EIGRP DALAM DYNAMIC ROUTING PROTOCOL;sistem operasi dan jaringan
Analisis Kepuasan Pelanggan Terhadap Bauran Pemasaran Menggunakan Integrasi Importance Performance Analysis dan Model Kano (Studi Kasus : L’societe Dine and Bar Bandung);database dan sistim retrieval informasi
APLIKASI JARINGAN SYARAF TIRUAN SEBAGAI METODE ALTERNATIF PRAKIRAAN BEBAN JANGKA PENDEK;artificial intelligance dan robotik
Rancangan Virtualisasi Server Menggunakan VMWare Vsphare;sistem operasi dan jaringan
IMPLEMENTASI ALGORITMA NEAREST NEIGHBOR DALAM MENGUKUR TINGKAT KEPUASAN MASYARAKAT PADA PELAYANAN SAMSAT MEDAN SELATAN;database dan sistim retrieval informasi
APLIKASI PENGAMANAN DOKUMEN OFFICE DENGAN ALGORITMA KRIPTOGRAFI KUNCI ASIMETRIS ELGAMAL;algoritma dan struktur data
Aplikasi Deteksi Wajah pada Foto Dijital dalam Sistem Pengenalan Wajah;grafik
Penjadwalan Mata Kuliah Menggunakan Algoritma Backjumping dengan Pengurutan Dinamis (Studi Kasus: Stika Madiun);sistem operasi dan jaringan
Klasifikasi Citra Mammogram Menggunakan Metode K-Means, GLCM, dan Support Vector Machine (SVM);grafik
PERANCANGAN MOBILE LEARNING MATA KULIAH SISTEM OPERASI BERBASIS ANDROID;sistem operasi dan jaringan
SISTEM PAKAR MENDIAGNOSA VIRUS PADA UDANG VANNAMEI DENGAN IMPLEMENTASI METODE CBR (CASE-BASED REASONING) DAN CERTAINTY FACTOR;artificial intelligance dan robotik
Analisis Kinerja Protokol Ad Hoc On-Demand Distance Vector (AODV)dan Fisheye State Routing (FSR) pada Mobile Ad Hoc Network;sistem operasi dan jaringan
IMPLEMENTASI SISTEM OPERASI LINUX FEDORA 22SEBAGAI WEBSERVER DALAM MENDUKUNG LAYANAN SISTEMTERDISTRIBUSI;sistem operasi dan jaringan
ALGORITMA FP-GROWTH DALAM TEKNIK MARKET BASKET ANALYSIS SPAREPART KOMPUTER PADA JASA SERVIS KOMPUTER (STUDI KASUS : CV. KARYA COMPUTER CENTER);artificial intelligance dan robotik
Studi Konversi Sintaks Object Modeling Technique (OMT) Ke Sintaks Structure Query Language (SQL) (Studi Kasus Sistem Pendaftaran Siswa Lembaga Bimbingan Belajar);database dan sistim retrieval informasi
IMPLEMENTASI ALGORITMA APRIORI PADA SISTEM PERSEDIAAN BUAH-BUAHAN (STUDI KASUS : LOTTE MART WHOLESALE MEDAN);artificial intelligance dan robotik
Arsitektur Konsolidasi Server dengan Virtualisasi untuk Penyedia Layanan Infrastruktur Cloud;algoritma dan struktur data
Perbandingan Metode Sobel, Metode Prewitt dan Metode Robert Untuk Deteksi Tepi Objek Pada Aplikasi Pengenalan Bentuk Berbasis Citra Digital;grafik
PERANCANGAN APLIKASI SISTEM PRESENSI MAHASISWA MENGGUNAKAN QR CODE PADA SISTEM OPERASI ANDROID;sistem operasi dan jaringan
REDUKSI NOISE SALT AND PAPER PADA CITRA PANKROMATIK MENGGUNAKAN METODE WEIGHTED MEAN FILTER;grafik
Pembangunan Sistem Informasi Presensi Perkuliahan Menggunakan Basis Data Terdistribusi dengan Metode Replikasi-Asynchronous;database dan sistim retrieval informasi
Perbandingan Kemampuan Database NoSQL dan SQL dalam Kasus ERP Retail;database dan sistim retrieval informasi
IMPLEMENTASI TEORI DISTRIBUSI PROBABILITAS GAUSSIAN PADA KUALITAS RANGKAIAN PENYEARAH GELOMBANG PENUH;algoritma dan struktur data
APLIKASI KRIPTOGRAFI PADA KEAMANAN PESAN EMAIL DENGAN MENGGUNAKAN ALGORITMA ONE TIME PAD;algoritma dan struktur data
PENERAPAN METODE HEURISTIK (ALGORITMA IDA* DAN B&B) DALAM PEMECAHAN N-Queen Problem;artificial intelligance dan robotik
ANALISIS PERBANDINGAN ALGORITMABUBBLE SORT, MERGE SORT, DAN QUICKSORT DALAM PROSES PENGURUTANKOMBINASI ANGKA DAN HURUF;database dan sistim retrieval informasi
Komparasi Metode EM-GMM (Expectation Maximization-Gaussian Mixture Model) dan FCM (Fuzzy C-Means) dalam Segmentasi Citra Otak MRI (Magnetic Resonance Imaging) di RSUD Soetomo dalam Menentukan Area Tumor Otak;grafik
Aplikasi Teori Graf dalam Analisa Struktur Protein;algoritma dan struktur data
APLIKASI ENKRIPSI DATA PADA FILE TEKS DENGAN ALGORITMA RSA (RIVEST SHAMIR ADLEMAN);algoritma dan struktur data
PERANCANGAN SISTEM PENDETEKSI GENANGAN AIR POTENSI PERKEMBANGBIAKAN NYAMUK MELALUI FOTO CITRA UDARA DENGAN METODE GRAY LEVEL CO-OCCURRENCE MATRIX (GLCM);grafik
Perancangan Kamus Istilah Akuntansi Berbasis Desktop Dengan Metode Interpolation Search;database dan sistim retrieval informasi
Pemanfaatan Clustering Algoritma McKmeans untuk Business Intelligence;artificial intelligance dan robotik
IDENTIFIKASI BIBIT PADA TANAMAN LAHAN GAMBUT BERDASARKAN BENTUK DAUN MENGGUNAKAN METODE PROBABILISTIK NEURAL NETWORK (PNN) BERBASIS WEBSITE (UMUR BIBIT 2 BULAN-1 TAHUN);grafik
KAJIAN INDUSTRI 4.0UNTUK PENERAPANNYA DI INDONESIA;algoritma dan struktur data
IMPLEMENTASI ALGORITMA NEAREST NEIGHBOR DALAM MENGUKUR TINGKAT KEPUASAN MASYARAKAT PADA PELAYANAN SAMSAT MEDAN SELATAN;database dan sistim retrieval informasi
IMPLEMENTASI SEQUENTIAL SEARCH UNTUK MONITORING LOG CLIENT PADA SERVER LINUX;database dan sistim retrieval informasi
GABUNGAN ALGORITMA VERNAM CHIPER DAN END OF FILE UNTUK KEAMANAN DATA;algoritma dan struktur data
EKSPLOITASI RPC PADA SISTEM OPERASI WINDOWS;sistem operasi dan jaringan
APLIKASI KEAMANAN EMAIL MENGGUNAKAN ALGORITMA RC4;algoritma dan struktur data
Kompleksitas Algoritma PengurutanSelection Sort dan Insertion Sort;database dan sistim retrieval informasi
Deteksi Tepi pada Citra Digital menggunakan Metode Kirsch dan Robinson;grafik
IMPLEMENTASI KRIPTOGRAFI KLASIK PADAKOMUNIKASI BERBASIS TEKS;algoritma dan struktur data
ANALISIS KEPUASAN PELANGGAN DENGAN IMPORTANCE PERFORMANCE ANALYSIS DI SBU LABORATORY CIBITUNG PT SUCOFINDO (PERSERO);database dan sistim retrieval informasi
PENERAPAN DATA MINING UNTUK ANALISIS POLA PEMBELIAN PRODUK MENGGUNAKAN ALGORITMA APRIORI PADA DATA TRANSAKSI PENJUALAN (Studi Kasus : Koperasi Guru Banjar (KGB));artificial intelligance dan robotik
ANALISIS DATA PELANGGAN INDIHOME DENGAN ALGORITMA ROUGH SET UNTUK MEMPREDIKSI CALON PELANGGAN BARU YANG POTENSIAL (STUDI KASUS: PT. TELEKOMUNIKASI INDONESIA, TBK);artificial intelligance dan robotik
Aplikasi Deteksi Wajah pada Foto Dijital dalam Sistem Pengenalan Wajah;grafik
Uji Virtualisasi OpenVZ pada Debian 6;sistem operasi dan jaringan
CPM-CS UNTUK OPTIMASI PENJADWALAN PROYEK;sistem operasi dan jaringan
PEMBUATAN APLIKASI PACKAGE DEPENDENCY MERGER BERBASIS SISTEM OPERASI DEBIAN GNU/LINUX;database dan sistim retrieval informasi
STUDI ANALISIS PERFORMANSI PROTOKOL ROUTING IS-IS DAN OSPFv3 PADA IPv6 UNTUK LAYANAN VIDEO STREAMING;sistem operasi dan jaringan
TEKNIK AKUISISI VIRTUALISASI SERVER MENGGUNAKAN METODELIVE FORENSIC;sistem operasi dan jaringan
APLIKASI TEOREMA POLYA UNTUK MENGHITUNG BANYAKNYA GRAFSEDERHANA YANG TIDAK ISOMORFIK;algoritma dan struktur data
Memaksimalkan Sistem Operasi Wndows Dengan MerubahKonfigurasi Registry;sistem operasi dan jaringan
OPTIMASI PENJADWALAN PERKULIAHAN DENGAN BATASAN LUNAK (SOFTCONSTRAINTS) PADA PRODI TEKNIK ELEKTRO UNIMED MENGGUNAKANALGORITMA GENETIKA;sistem operasi dan jaringan
IMPLEMENTASI KONSEP BUSINESS INTELLIGENCE UNTUK MENENTUKAN KEBUTUHAN TRAINING PADA KLIEN;artificial intelligance dan robotik
KOMPARASI ALGORITMA QUICKSORT DAN BUCKET SORT PENGURUTAN DATA INTEGER MENGGUNAKAN BAHASA C++;database dan sistim retrieval informasi
IMPLEMENTASI KRIPTOGRAFI VIGENERE CIPHER DENGAN PHP;algoritma dan struktur data
APLIKASI MENGAMANKAN EMAIL DENGAN MENGGUNAKAN METODE ALGORITMA KRIPTOGRAFI RC6 PADA PERCETAKAN LIBRADO;algoritma dan struktur data
Perancangan dan Analisis Redistribution Routing Protocol OSPF dan EIGRP;sistem operasi dan jaringan
Perancangan Aplikasi Denoise Citra Dengan Menerapkan New Daptive Based Median Filter;grafik
BASIS DATA TERDISTRIBUSI UNTUK DATA INVENTARIS BARANG;database dan sistim retrieval informasi
IMPLEMENTASI ALGORITMA KRIPTOGRAFI AES UNTUK ENKRIPSI DAN DEKRIPSI EMAIL;algoritma dan struktur data
Klasifikasi Citra Menggunakan Convolutional Neural Network (Cnn) pada Caltech 101;grafik
Penerapan Teknologi Virtualisasi Tingkat Sistem Operasi Pada Server Linux Ubuntu 8.04 Menggunakan OpenVZ;sistem operasi dan jaringan
PROTOTYPE MODEL KEAMANAN DATA MENGGUNAKANKRIPTOGRAFI DATA ENCRYPTION STANDAR(DES) DENGAN MODE OPERASICHIPER BLOCK CHAINING(CBC);algoritma dan struktur data
